,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner
592,Maruti A-Star Vxi,2018,80000,10000,Diesel,Individual,Manual,Third Owner
593,Maruti Zen Estilo 1.1 LXI BSIII,2019,500000,35000,Petrol,Individual,Manual,Third Owner
594,Hyundai i20 Asta (o),2007,470000,43000,Petrol,Individual,Manual,Second Owner
595,Hyundai i10 Sportz 1.1L,2011,80000,55340,Petrol,Individual,Manual,Second Owner
596,Toyota Innova 2.5 G (Diesel) 7 Seater,2008,150000,110000,Diesel,Individual,Manual,Second Owner
597,Maruti Alto LX,2006,120000,10000,Petrol,Trustmark Dealer,Manual,First Owner
598,Audi A6 2.0 TDI Premium Plus,2014,311000,32260,Diesel,Individual,Manual,First Owner
599,Toyota Innova 2.5 GX 7 STR,2015,525000,5000,Petrol,Individual,Manual,Second Owner
600,Maruti Ritz VDi,2017,425000,110000,Diesel,Dealer,Manual,First Owner
601,Maruti Alto K10 VXI,2017,100000,27000,Diesel,Individual,Manual,First Owner
602,Skoda Rapid 1.6 MPI AT Elegance Plus,1999,458000,1100,Diesel,Dealer,Manual,Second Owner
603,Audi Q3 2.0 TDI Quattro Premium Plus,2012,60000,110000,Diesel,Individual,Manual,Second Owner
604,Fiat Grande Punto Active (Diesel),2013,225000,85000,Diesel,Individual,Manual,First Owner
605,Maruti Baleno Alpha 1.2,2013,1200000,30000,Petrol,Individual,Manual,Second Owner
606,Tata Indigo LS Dicor,2006,284000,80000,Petrol,Individual,Manual,Second Owner
607,Hyundai Grand i10 1.2 Kappa Magna AT,2017,60000,40000,Petrol,Individual,Manual,First Owner
608,Maruti Swift VDI BSIV,2012,310000,110000,Diesel,Individual,Manual,First Owner
609,Maruti Swift Ldi BSIV,2011,900000,26000,Diesel,Individual,Manual,First Owner
610,Maruti Swift Dzire VDi,2010,280000,120000,Diesel,Individual,Automatic,First Owner
611,Maruti Swift Dzire ZDI,2017,140000,100000,Petrol,Individual,Manual,Third Owner
612,Maruti 800 AC BSIII,2017,425000,80000,Petrol,Dealer,Manual,First Owner
613,Honda City i-VTEC CVT ZX,2007,100000,9748,Diesel,Individual,Manual,Third Owner
614,Hyundai Creta 1.6 CRDi SX,2010,225000,80000,Diesel,Individual,Manual,First Owner
615,Maruti Ertiga ZDI,2018,37500,30000,Diesel,Individual,Automatic,First Owner
616,Maruti Alto LXI,2009,750000,90000,Petrol,Individual,Manual,First Owner
617,Ford Aspire Titanium Plus Diesel BSIV,2017,250000,30000,Petrol,Individual,Manual,First Owner
618,Maruti Wagon R LXI,2017,250000,110000,Diesel,Individual,Manual,First Owner
619,Hyundai Creta 1.6 VTVT S,2017,200000,128000,Petrol,Dealer,Manual,First Owner
620,Chevrolet Beat LS,2014,520000,26500,Diesel,Individual,Manual,First Owner
621,Tata Indica Vista Aqua 1.3 Quadrajet,2014,1350000,70000,Petrol,Individual,Manual,First Owner
622,Toyota Innova Crysta 2.8 ZX AT BSIV,2018,802000,61000,Petrol,Dealer,Manual,Fourth & Above Owner
623,Mahindra Quanto C4,2017,565000,30000,Diesel,Dealer,Manual,First Owner
624,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2007,290000,1010,Petrol,Individual,Manual,First Owner
625,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,300000,85000,Diesel,Individual,Manual,First Owner
626,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2007,75000,40000,Petrol,Individual,Manual,Second Owner
627,Maruti Celerio LXI MT BSIV,2014,75000,35000,Diesel,Individual,Manual,First Owner
628,Tata Indica Vista Aqua 1.4 TDI,2018,450000,31000,Petrol,Individual,Manual,First Owner
629,Hyundai Santro Xing GL Plus LPG,2017,240000,99117,Diesel,Individual,Manual,First Owner
630,Chevrolet Spark 1.0 LT,2007,750000,35000,Petrol,Dealer,Manual,First Owner
631,Mahindra Bolero DI DX 7 Seater,2007,225000,35000,Petrol,Dealer,Manual,First Owner
632,Maruti Alto 800 LXI,2017,550000,40000,Petrol,Individual,Manual,First Owner
633,Maruti Wagon R LXI Minor,2017,250000,50000,Petrol,Individual,Manual,Second Owner
634,Ford Ikon 1.3 Flair,2007,400000,35000,Petrol,Individual,Manual,First Owner
635,Maruti Ciaz VDI SHVS,2014,130000,70000,Diesel,Individual,Manual,First Owner
636,Renault Scala Diesel RxL,2011,160000,100000,Petrol,Individual,Manual,First Owner
637,Maruti Ignis 1.2 Zeta BSIV,2017,475000,63500,Petrol,Individual,Manual,First Owner
638,Chevrolet Beat Diesel LT,2017,300000,40000,Diesel,Individual,Manual,Third Owner
639,Honda Brio S MT,2007,200000,106000,Diesel,Dealer,Manual,First Owner
640,Maruti SX4 S Cross DDiS 320 Delta,2007,110000,80000,Petrol,Dealer,Manual,First Owner
641,Renault Lodgy 85PS RxL,2010,345000,43192,Diesel,Individual,Manual,First Owner
642,Tata Indica LSI,2007,550000,56580,Petrol,Individual,Manual,Second Owner
643,Fiat Grande Punto EVO 1.3 Active,2015,250000,24000,Petrol,Individual,Manual,Third Owner
644,Hyundai Santro AT,2007,120000,40219,Diesel,Individual,Manual,Second Owner
645,Volkswagen Jetta 2.0L TDI Highline AT,2020,90000,51000,Diesel,Individual,Automatic,First Owner
646,Tata Indigo CR4,2018,80000,70000,Diesel,Individual,Manual,First Owner
647,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2007,180000,100000,Petrol,Individual,Manual,Second Owner
648,Mahindra Bolero DI,2007,710000,60000,Diesel,Individual,Manual,Third Owner
649,Maruti Esteem Vxi - BSIII,2013,110000,1100,Petrol,Dealer,Manual,Third Owner
650,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,600000,40000,Petrol,Individual,Manual,First Owner
651,Honda Amaze VX i-VTEC,2009,614000,70000,Petrol,Individual,Manual,First Owner
652,Mahindra XUV500 W10 2WD,2016,650000,32000,Diesel,Individual,Manual,First Owner
653,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,114999,43000,Petrol,Individual,Manual,First Owner
654,Ford Figo Aspire Facelift,2014,60000,70000,Diesel,Individual,Manual,Third Owner
655,Tata Indica GLS BS IV,2010,280000,15000,Petrol,Individual,Manual,First Owner
656,Toyota Fortuner 4x2 AT,2013,130000,70000,Petrol,Dealer,Manual,Second Owner
657,Hyundai Creta 1.4 E Plus,2006,210000,80000,Petrol,Individual,Manual,First Owner
658,Mahindra KUV 100 mFALCON G80 K8 5str,2015,975000,60000,Diesel,Individual,Manual,First Owner
659,Maruti Swift LXI,2014,300000,9800,Diesel,Individual,Automatic,Second Owner
660,Skoda Rapid 1.5 TDI AT Ambition BSIV,1998,227000,224642,Diesel,Dealer,Automatic,Second Owner
661,Maruti Swift ZXI Plus,2009,625000,67000,Diesel,Individual,Manual,First Owner
662,Chevrolet Beat LT,2009,55000,107000,Diesel,Individual,Manual,First Owner
663,Maruti 800 AC BSII,2017,350000,30000,Diesel,Dealer,Manual,First Owner
664,Maruti Zen LXI,2012,875000,55000,Petrol,Individual,Automatic,First Owner
665,Toyota Innova 2.5 V Diesel 8-seater,2007,225000,80000,Diesel,Individual,Manual,First Owner
666,Mahindra Bolero SLE,1998,133000,102000,Petrol,Dealer,Manual,First Owner
667,Hyundai Grand i10 Magna,2017,300000,175900,Diesel,Individual,Manual,First Owner
668,Chevrolet Cruze LT,2017,180000,68500,Diesel,Individual,Manual,First Owner
669,Toyota Corolla Altis D-4D J,2015,380000,63000,Petrol,Individual,Manual,First Owner
670,Audi A6 2.0 TDI  Design Edition,2015,1200000,65000,Diesel,Individual,Manual,First Owner
671,Maruti Eeco 5 STR With AC Plus HTR CNG,2015,570000,146000,Diesel,Individual,Manual,First Owner
672,Renault Pulse RxL,2015,450000,35008,Petrol,Individual,Manual,First Owner
673,Maruti Wagon R LXI DUO BSIII,2017,650000,49000,Petrol,Individual,Manual,First Owner
674,Honda City i DTec SV,2015,450000,1000,Petrol,Individual,Manual,Second Owner
675,Tata Nano Lx,2012,600000,80000,Diesel,Individual,Manual,Second Owner
676,Volkswagen Polo Diesel Highline 1.2L,2014,225000,120000,Petrol,Individual,Manual,First Owner
677,Datsun RediGO T Option,2018,425000,50000,Diesel,Dealer,Manual,First Owner
678,Maruti Swift VXI BSIII,2017,300000,95000,Petrol,Individual,Manual,First Owner
679,Mahindra Quanto C8,2006,1850000,85000,Petrol,Dealer,Manual,First Owner
680,Tata Manza Aura (ABS) Quadrajet BS IV,2007,310000,100000,Petrol,Individual,Manual,First Owner
681,Tata Indica Vista Aqua 1.2 Safire BSIV,2017,299000,143000,CNG,Individual,Manual,Second Owner
682,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2016,60000,75000,Petrol,Individual,Manual,Second Owner
683,Volkswagen Vento 1.5 TDI Highline,2017,80000,70000,Petrol,Individual,Manual,Second Owner
684,Toyota Innova 2.5 V Diesel 7-seater,2010,660000,80000,Diesel,Individual,Automatic,Third Owner
685,Maruti Ertiga VXI,2013,711000,100000,Petrol,Individual,Manual,Third Owner
686,Hyundai Santro LE zipPlus,2007,290000,47000,Diesel,Individual,Manual,First Owner
687,Honda City i-DTEC SV,2011,180000,70000,Petrol,Individual,Manual,Second Owner
688,Hyundai Grand i10 1.2 CRDi Magna,2020,8150000,140000,Petrol,Dealer,Manual,First Owner
689,Volkswagen Vento Diesel Highline,2010,225000,30000,Diesel,Individual,Manual,First Owner
690,Toyota Innova 2.5 G (Diesel) 7 Seater,2007,525000,12000,Diesel,Individual,Manual,Third Owner
691,Hyundai Grand i10 1.2 CRDi Magna,2007,125000,15000,Petrol,Individual,Manual,First Owner
692,Maruti Alto LXi,2013,60000,67000,Diesel,Individual,Manual,First Owner
693,Tata Sumo GX TC 7 Str BSIII,2018,520000,46000,Diesel,Individual,Manual,First Owner
694,Hyundai Santro LE zipPlus,2017,690000,45454,Diesel,Individual,Manual,First Owner
695,Maruti Swift Dzire VDI,2019,60000,30000,Diesel,Dealer,Manual,First Owner
696,Hyundai i20 Asta 1.4 CRDi,2018,229999,62000,Diesel,Individual,Manual,First Owner
697,Maruti Vitara Brezza ZDi,2005,449000,20500,Diesel,Dealer,Manual,Second Owner
698,Maruti Alto STD,2006,600000,101,Petrol,Dealer,Automatic,First Owner
699,Maruti Ertiga VXI CNG,2014,650000,70000,Diesel,Individual,Manual,First Owner
700,Hyundai i10 Sportz 1.2,2017,190000,80000,Diesel,Individual,Manual,First Owner
701,Skoda Rapid 1.5 TDI AT Ambition,2012,850000,30000,Diesel,Individual,Manual,Third Owner
702,Mahindra Bolero SLX,2015,60000,60000,Petrol,Individual,Automatic,Second Owner
703,Mahindra Xylo D4,2013,650000,70000,Diesel,Individual,Manual,First Owner
704,Nissan Terrano XL 85 PS,2014,80000,70000,Diesel,Dealer,Manual,Second Owner
705,Nissan Micra Diesel XV,2008,1044999,60000,Petrol,Individual,Manual,First Owner
706,Maruti SX4 Vxi BSIV,2018,1000000,90000,Petrol,Individual,Manual,First Owner
707,Mahindra TUV 300 mHAWK100 T8,2012,200000,110000,Petrol,Individual,Manual,First Owner
708,Mahindra XUV500 W8 4WD,2017,95000,60000,Diesel,Individual,Manual,First Owner
709,Nissan Micra Diesel XV,2019,2490000,20778,Petrol,Individual,Automatic,First Owner
710,Tata Tiago 1.2 Revotron XZ,2007,85000,33000,Diesel,Individual,Manual,First Owner
711,Mahindra Scorpio VLS 2.2 mHawk,2017,350000,85000,Petrol,Dealer,Manual,Second Owner
712,Maruti Ritz VXi,2013,425000,5000,Diesel,Individual,Manual,First Owner
713,Hyundai EON D Lite,2015,550000,80000,Diesel,Individual,Manual,First Owner
714,Maruti Swift Dzire VDI,2018,450000,70000,Diesel,Individual,Manual,First Owner
715,Toyota Fortuner 4x2 AT,2015,60000,40000,Petrol,Individual,Manual,First Owner
716,Hyundai i10 Magna,2008,1199000,55300,Petrol,Trustmark Dealer,Manual,First Owner
717,Ford Ikon 1.3 Flair,2017,619000,11000,Petrol,Individual,Manual,First Owner
718,Honda Amaze VX i-DTEC,2010,1700000,40000,Petrol,Individual,Manual,First Owner
719,Mahindra Bolero DI,2014,225000,230000,Petrol,Individual,Manual,First Owner
720,Hyundai Creta 1.6 SX Option,2015,611000,9000,Petrol,Dealer,Automatic,Second Owner
721,Toyota Etios 1.4 VXD,2012,359000,60000,Diesel,Individual,Manual,Second Owner
722,Maruti Swift VXi BSIV,2012,200999,66521,Diesel,Individual,Manual,First Owner
723,Mahindra Bolero Power Plus Plus Non AC BSIV PS,2019,434999,139000,Diesel,Individual,Manual,Fourth & Above Owner
724,Renault KWID RXT,2016,60000,50000,Petrol,Individual,Manual,Second Owner
725,BMW X1 sDrive 20d xLine,2014,220000,70000,Diesel,Individual,Manual,First Owner
726,Maruti Swift Dzire VDi,2017,420000,68000,Diesel,Dealer,Manual,First Owner
727,Audi A4 3.0 TDI Quattro,2016,60000,50000,Diesel,Individual,Manual,First Owner
728,Maruti Wagon R VXI BS IV with ABS,2017,120000,34000,Petrol,Individual,Manual,First Owner
729,Maruti Ciaz VXi Plus,2007,315000,24585,Diesel,Individual,Automatic,Second Owner
730,Hyundai Creta 1.6 CRDi AT SX Plus,2017,133000,60000,Petrol,Individual,Manual,First Owner
731,BMW 7 Series 730Ld,2007,270000,28643,Diesel,Individual,Manual,First Owner
732,Mahindra XUV500 W10 2WD,2016,1085000,39000,Diesel,Dealer,Manual,First Owner
733,Honda WR-V i-VTEC VX,2020,75000,126000,Petrol,Individual,Manual,Third Owner
734,Toyota Fortuner 4x2 AT,2017,60000,11918,Diesel,Individual,Manual,First Owner
735,Maruti SX4 Zxi BSIII,2014,750000,82000,Petrol,Dealer,Manual,First Owner
736,Maruti Eeco CNG 5 Seater AC BSIV,2009,580000,168000,Diesel,Dealer,Manual,Third Owner
737,Maruti Swift LXI,2016,239000,80659,Diesel,Individual,Manual,First Owner
738,Maruti Swift VDI BSIV,2008,155000,25000,Diesel,Individual,Manual,First Owner
739,Hyundai Accent GLE CNG,2017,260000,40000,Petrol,Individual,Automatic,First Owner
740,Hyundai Santro Xing XK eRLX EuroIII,2005,235000,160000,Diesel,Dealer,Automatic,First Owner
741,BMW 7 Series 730Ld,2007,650000,10510,Diesel,Individual,Manual,Second Owner
742,Maruti Alto LXi BSIII,2012,61000,53600,Diesel,Individual,Manual,Second Owner
743,Maruti Alto K10 LXI,2017,359000,80000,Petrol,Individual,Manual,First Owner
744,Ford Ecosport 1.5 DV5 MT Titanium Optional,2007,1330000,50000,Petrol,Dealer,Manual,First Owner
745,Mahindra Scorpio EX,2013,2800000,12586,Petrol,Dealer,Manual,First Owner
746,Tata Manza Aura Quadrajet BS IV,2006,750000,30000,Diesel,Individual,Manual,Second Owner
747,Maruti Baleno Alpha 1.3,2015,330000,76000,Diesel,Individual,Manual,First Owner
748,Audi Q5 2.0 TDI,2012,95000,88470,Diesel,Individual,Manual,First Owner
749,Honda WR-V i-VTEC VX,2017,60000,110000,Petrol,Individual,Manual,First Owner
750,Ford Fiesta 1.4 ZXi TDCi ABS,2014,350000,88000,Diesel,Individual,Manual,Second Owner
751,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2019,430000,134000,Diesel,Individual,Manual,First Owner
752,Renault KWID 1.0 RXT Optional,2005,600000,71000,Diesel,Individual,Automatic,First Owner
753,Mahindra Scorpio S4 4WD,2010,52000,163000,Diesel,Individual,Manual,First Owner
754,Skoda Octavia Elegance 2.0 TDI AT,2012,650000,40000,Petrol,Dealer,Manual,First Owner
755,Hyundai Grand i10 CRDi Sportz,2017,60000,73000,Petrol,Individual,Manual,Second Owner
756,Toyota Innova 2.5 VX (Diesel) 7 Seater,2002,700000,96000,Petrol,Individual,Manual,First Owner
757,Mahindra Scorpio VLX 2WD BSIV,2017,420000,81366,Diesel,Individual,Manual,First Owner
758,Mahindra Scorpio S7 140 BSIV,2012,610000,45974,Diesel,Individual,Manual,First Owner
759,Toyota Innova 2.5 GX (Diesel) 8 Seater,2017,2200000,76000,Diesel,Individual,Manual,First Owner
760,Volkswagen Vento Diesel Highline,2015,880000,190000,Diesel,Individual,Manual,First Owner
761,Hyundai i20 Active 1.2 S,2010,2300000,7658,Petrol,Individual,Manual,Second Owner
762,Tata Indica Vista Aqua 1.2 Safire BSIV,2015,735000,109000,Petrol,Dealer,Manual,First Owner
763,Tata Manza Aura Safire BS IV,2017,211000,66000,Diesel,Individual,Manual,Second Owner
764,Maruti Vitara Brezza ZDi Plus,2014,545000,39000,Diesel,Dealer,Manual,First Owner
765,Maruti Alto LXi,2014,100000,80000,Diesel,Individual,Manual,First Owner
766,Mahindra Scorpio 2.6 SLX CRDe,2017,650000,10510,Diesel,Individual,Manual,First Owner
767,Maruti Eeco 5 STR With AC Plus HTR CNG,2014,650000,70000,Petrol,Individual,Manual,Second Owner
768,Hyundai i10 Era 1.1 iTech SE,2007,145000,100000,Petrol,Individual,Manual,First Owner
769,Hyundai i20 1.4 Asta Option,2014,1825000,11114,Petrol,Dealer,Automatic,Second Owner
770,Ford Endeavour 4x4 XLT,2009,760000,55340,Petrol,Dealer,Automatic,Third Owner
771,Maruti Vitara Brezza VDi,2007,484999,35000,Diesel,Individual,Manual,First Owner
772,Maruti Swift ZXI Plus,2008,624000,35000,Diesel,Dealer,Manual,Fourth & Above Owner
773,Hyundai i20 1.2 Asta,2017,330000,80000,Diesel,Individual,Manual,First Owner
774,Chevrolet Beat Diesel LT,2010,75000,76736,Petrol,Dealer,Manual,First Owner
775,Honda Civic 1.8 S MT,2007,85000,160000,Diesel,Dealer,Manual,Third Owner
776,Maruti 800 AC Uniq,2012,310000,41988,Petrol,Individual,Manual,First Owner
777,Hyundai i20 Magna Optional 1.4 CRDi,2007,310000,300000,Petrol,Individual,Manual,First Owner
778,Hyundai Xcent 1.1 CRDi SX Option,2007,830000,40000,Diesel,Individual,Manual,Third Owner
779,Honda BR-V i-VTEC VX MT,2013,78000,250000,Petrol,Dealer,Manual,First Owner
780,Tata Indica DLS,2014,625000,100000,Diesel,Individual,Manual,Second Owner
781,Volkswagen Polo Diesel Trendline 1.2L,2007,250000,50000,Petrol,Individual,Manual,First Owner
782,Tata Indigo LX,2007,750000,55340,Petrol,Individual,Manual,First Owner
783,Maruti Alto LX,2015,270000,90000,Diesel,Individual,Manual,First Owner
784,Hyundai Xcent 1.1 CRDi SX,1999,225000,1000,Petrol,Dealer,Automatic,First Owner
785,Hyundai EON Magna Plus,2010,140000,120000,Diesel,Individual,Manual,First Owner
786,Hyundai Santro Sportz AMT,2012,120000,197000,Diesel,Individual,Manual,Second Owner
787,Maruti Alto 800 LXI,2017,450000,100000,Diesel,Individual,Manual,First Owner
788,Honda WR-V i-VTEC VX,2017,120000,60000,Diesel,Individual,Manual,First Owner
789,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,2650000,220000,Petrol,Dealer,Manual,First Owner
790,Maruti Swift VXi BSIV,2007,145000,56580,Diesel,Individual,Manual,First Owner
791,Maruti Wagon R LXI,2012,425000,70000,Diesel,Individual,Manual,First Owner
792,Audi RS7 2015-2019 Sportback Performance,2005,450000,34400,Diesel,Individual,Manual,Third Owner
793,Datsun RediGO T Option,2007,229999,75000,Diesel,Individual,Manual,First Owner
794,Tata Indica Vista Aqua TDI BSIII,2013,120000,70000,Petrol,Dealer,Manual,First Owner
795,Mahindra XUV500 AT W8 FWD,2005,385000,110000,Diesel,Individual,Manual,First Owner
796,Honda City S,2017,215000,49824,Diesel,Individual,Manual,Second Owner
797,Ford Aspire Titanium Plus Diesel BSIV,2017,285000,78000,Diesel,Individual,Manual,First Owner
798,Maruti Vitara Brezza VDi Option,2007,260000,75000,Petrol,Individual,Manual,First Owner
799,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2019,51111,15000,Diesel,Dealer,Automatic,First Owner
800,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2003,300000,5000,Petrol,Individual,Manual,First Owner
801,Mercedes-Benz C-Class Progressive C 220d,2017,140000,70000,Petrol,Individual,Manual,First Owner
802,Chevrolet Spark 1.0 LT,2007,229999,90000,Petrol,Individual,Manual,Second Owner
803,Maruti SX4 ZXI MT BSIV,2008,950000,120000,Diesel,Individual,Manual,First Owner
804,Maruti Vitara Brezza VDi Option,2016,650000,70000,Diesel,Dealer,Manual,First Owner
805,Hyundai i10 Era 1.1 iTech SE,2010,4950000,91086,Diesel,Individual,Manual,Second Owner
806,Maruti Vitara Brezza VDi,2019,250000,50000,Diesel,Individual,Manual,First Owner
807,Hyundai Verna 1.6 SX CRDi (O),2013,1350000,90000,Petrol,Individual,Manual,First Owner
808,Mahindra Scorpio S7 140 BSIV,2016,80000,70000,Diesel,Individual,Manual,First Owner
809,Mercedes-Benz C-Class Progressive C 220d,2015,295000,120000,Diesel,Individual,Manual,First Owner
810,Maruti Wagon R LXI BS IV,2017,60000,30000,Petrol,Individual,Manual,First Owner
811,Hyundai i20 Magna 1.2,2020,675000,114000,Petrol,Trustmark Dealer,Manual,First Owner
812,Mahindra Bolero DI,2014,830000,40700,Petrol,Dealer,Manual,First Owner
813,Mahindra Quanto C8,2017,2600000,6000,Diesel,Dealer,Manual,Second Owner
814,BMW X5 xDrive 30d xLine,2018,828999,52600,Diesel,Individual,Automatic,First Owner
815,Mahindra Bolero SLX,2016,60000,80000,Petrol,Individual,Manual,First Owner
816,Volkswagen Polo Petrol Comfortline 1.2L,2008,450000,10000,Diesel,Individual,Manual,Second Owner
817,BMW X1 sDrive 20d xLine,2019,495000,57000,Petrol,Individual,Manual,First Owner
818,Hyundai Creta 1.6 CRDi SX Option,2018,349000,74300,Diesel,Individual,Manual,First Owner
819,Mahindra Scorpio VLX 2WD BSIII,2004,869999,120000,Diesel,Dealer,Automatic,First Owner
820,Hyundai i20 1.4 CRDi Magna,2018,280000,116000,Petrol,Individual,Manual,First Owner
821,Hyundai EON Era Plus Sports Edition,2018,35000,80000,Diesel,Dealer,Manual,First Owner
822,Maruti Ertiga VXI CNG,2017,65000,21394,Diesel,Individual,Manual,First Owner
823,Mahindra Thar CRDe,2009,350000,66000,Petrol,Dealer,Manual,First Owner
824,Datsun GO T Petrol,2014,685000,120000,Diesel,Individual,Manual,First Owner
825,Maruti Alto LXi,2015,145000,31800,Diesel,Individual,Manual,First Owner
826,Mahindra TUV 300 T8,2007,1600000,100000,Petrol,Individual,Manual,First Owner
827,Honda City V AT,2013,3100000,55300,Diesel,Individual,Automatic,First Owner
828,Tata Indica DLS,2011,70000,70000,Diesel,Individual,Manual,Second Owner
829,Maruti Ertiga SHVS VDI,2014,220000,120000,Diesel,Individual,Manual,First Owner
830,Maruti Alto LX,2017,280000,120000,Diesel,Dealer,Manual,First Owner
831,Maruti 800 AC BSIII,2014,350000,65500,Diesel,Individual,Manual,First Owner
832,Maruti SX4 Celebration Petrol,2010,880000,93000,Diesel,Individual,Manual,First Owner
833,Hyundai Creta 1.6 CRDi SX Plus,2014,240000,40000,Petrol,Individual,Manual,First Owner
834,Tata Indica Vista Terra 1.4 TDI,2011,80000,70000,Petrol,Individual,Manual,First Owner
835,Tata Nano Cx BSIII,2014,600000,55000,CNG,Individual,Manual,First Owner
836,Maruti Ertiga VDI,2017,350000,31000,Diesel,Individual,Manual,Second Owner
837,Hyundai EON 1.0 Era Plus,2019,225000,4000,Diesel,Individual,Manual,Second Owner
838,Ford Figo 1.5P Titanium AT,2010,60000,40000,Diesel,Individual,Manual,First Owner
839,Hyundai Grand i10 1.2 Kappa Era,2015,190000,53772,Petrol,Individual,Manual,Second Owner
840,Tata Manza Aura Quadrajet BS IV,2017,1750000,71318,Petrol,Dealer,Manual,Second Owner
841,Maruti S-Cross Alpha DDiS 200 SH,2016,75000,30000,Diesel,Individual,Manual,Third Owner
842,Toyota Innova 2.5 GX 8 STR BSIV,2017,850000,51000,Petrol,Individual,Automatic,First Owner
843,Hyundai EON Era Plus,2010,515000,125000,Petrol,Individual,Automatic,First Owner
844,Mahindra Bolero DI DX 7 Seater,2014,450000,20000,Diesel,Individual,Manual,First Owner
845,Maruti Swift VDI Optional,2007,2050000,24662,LPG,Individual,Manual,First Owner
846,Volkswagen Vento New Diesel Highline,2012,200000,60000,Diesel,Individual,Manual,Second Owner
847,Hyundai Accent Executive CNG,2016,2800000,50000,Petrol,Individual,Manual,Second Owner
848,Maruti Swift Vdi BSIII,2012,60000,25000,Diesel,Dealer,Manual,First Owner
849,Maruti Alto LXi BSIII,2005,200000,3240,Diesel,Individual,Automatic,Fourth & Above Owner
850,Hyundai Santro Xing XK (Non-AC),2012,130000,300000,Petrol,Individual,Manual,First Owner
851,Chevrolet Enjoy 1.3 TCDi LS 8,2017,980000,69069,Diesel,Dealer,Manual,Third Owner
852,Honda BR-V i-DTEC VX MT,2018,60000,35000,Petrol,Individual,Manual,Second Owner
853,Maruti Vitara Brezza LDi Option,2018,250000,150000,Diesel,Individual,Manual,First Owner
854,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2007,120000,52000,Petrol,Dealer,Manual,First Owner
855,Volkswagen Polo 1.0 MPI Trendline,2019,811999,50000,Petrol,Individual,Manual,First Owner
856,Hyundai Santro Xing XO,2007,625000,13599,Petrol,Individual,Manual,First Owner
857,Datsun GO Plus A,2008,685000,170000,Petrol,Individual,Manual,First Owner
858,Ford Figo Aspire 1.5 Ti-VCT Titanium,2007,250999,90000,Diesel,Dealer,Manual,Second Owner
859,Maruti Baleno Alpha 1.2,2012,1300000,30000,Diesel,Dealer,Manual,First Owner
860,Maruti Zen LX,2011,300000,70000,Petrol,Individual,Manual,Second Owner
861,Honda City i VTEC V,2018,195000,61083,Petrol,Individual,Manual,First Owner
862,Tata Aria Pure LX 4x2,2016,465000,130000,Petrol,Individual,Manual,Third Owner
863,Maruti Wagon R LX BSIII,2012,400000,60000,Petrol,Individual,Manual,First Owner
864,Renault KWID RXL BSIV,2014,550000,61000,Petrol,Individual,Manual,First Owner
865,Maruti Wagon R VXI BS IV with ABS,2017,300000,60000,Diesel,Individual,Manual,First Owner
866,Tata Safari Storme EX,2017,220000,60000,Diesel,Individual,Manual,First Owner
867,Mahindra Renault Logan 1.5 DLS,2010,1470000,71000,Diesel,Individual,Manual,First Owner
868,Maruti Swift VXI Deca,2012,270000,30000,Petrol,Dealer,Manual,First Owner
869,Maruti Swift Dzire VDI,2018,600000,70000,Petrol,Individual,Manual,First Owner
870,Maruti Ritz VDi,2014,80000,50000,Diesel,Dealer,Manual,First Owner
871,Honda City 1.5 GXI,2007,69000,52000,Diesel,Individual,Manual,First Owner
872,Hyundai Santro Xing XS,2017,1030000,19571,Petrol,Individual,Manual,Second Owner
873,Maruti Ignis 1.3 Delta,2014,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner
874,Maruti Esteem Vxi - BSIII,2010,271000,60000,Diesel,Individual,Manual,First Owner
875,Audi A4 2.0 TDI,2011,550000,30000,Petrol,Individual,Manual,First Owner
876,Maruti Zen Estilo LXI BS IV,2005,254999,47162,Diesel,Individual,Manual,Second Owner
877,Hyundai i20 1.4 Asta Option,2013,760000,30000,Diesel,Individual,Manual,First Owner
878,Nissan Sunny Diesel XV,2018,695000,50000,Diesel,Dealer,Manual,Fourth & Above Owner
879,Maruti Alto 800 VXI,2017,425000,40000,Diesel,Individual,Manual,First Owner
880,Audi A4 3.0 TDI Quattro,2002,260000,45000,Diesel,Individual,Manual,First Owner
881,Mahindra XUV500 W6 2WD,2017,400000,40000,Diesel,Individual,Manual,First Owner
882,Mahindra Scorpio VLX 2WD BSIV,2014,360000,61083,Diesel,Dealer,Manual,First Owner
883,Honda Jazz V,2007,85000,78000,Diesel,Individual,Manual,First Owner
884,Maruti SX4 Zxi BSIII,2009,97000,45974,Petrol,Individual,Automatic,Second Owner
885,Honda Jazz 1.2 V i VTEC,2020,470000,4000,Diesel,Individual,Manual,Second Owner
